,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
10,Reading,105648.51,5142.04,691.17,320.0,391.0,42.0,3766962.0,2021,Coventry City,Reading,3.0,2.0,1.4746375,1.02104369,14.0,4.0,14.0,7.0,411.0,607.0,7.0,139.0,21.0,20.0,13.0,5.0,0.4813518,0.00862499,3.0,1.0,1.0,0.0,0.342577,0.0974958,1.0,1.0,0.0,0.0,40.0,35.0,18.210526315789476,36.0,won,2020-10-30,0.4724,0.2898,0.2378,home,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 8.93333}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.2333}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 83.3}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 97.2333}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 97.2333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.2333}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 88.5167}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 73.45}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 14.1167}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 23.7833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 97.2333}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.2333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.2333}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.2333}]"
11,Notts Forest ,107633.26,6003.87,916.41,276.0,405.0,58.0,3766599.0,2021,Coventry City,Nottingham Forest,1.0,2.0,1.4108016,1.2193243,15.0,7.0,14.0,3.0,480.0,507.0,11.0,150.0,28.0,16.0,18.0,2.0,0.0698821,0.4291299,2.0,4.0,0.0,0.0,0.2119702,0.6212844,2.0,6.0,0.0,1.0,49.0,46.0,8.527777777777779,45.0,lost,2020-11-04,0.217,0.2567,0.5263,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.0833}, {'player_id': 7537, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 5.25}, {'player_id': 9276, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Center Forward', 'minutes_played': 41.7667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 56.4833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 98.0833}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 98.0833}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 98.0833}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 98.0833}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 98.0833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 98.0833}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 92.8333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.0833}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.0833}]"
12,Watford,108612.66,6180.76,1051.4,299.0,368.0,22.0,3766978.0,2021,Coventry City,Watford,2.0,3.0,0.8368798,1.66127084,13.0,3.0,11.0,4.0,489.0,536.0,6.0,140.0,23.0,16.0,17.0,2.0,0.0351511,0.19976844,1.0,3.0,0.0,1.0,0.0646163,0.0997251,2.0,2.0,1.0,0.0,48.0,34.0,23.307692307692307,44.0,lost,2020-11-07,0.0541,0.1398,0.8061,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 5.13333}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.5333}, {'player_id': 7537, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 5.06667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 95.5333}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 95.5333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.5333}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 90.4}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 90.4667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 95.5333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 95.5333}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 95.5333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.5333}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 95.5333}]"
13,Birmingham,107262.75,6012.65,989.75,330.0,412.0,34.0,3766975.0,2021,Coventry City,Birmingham City,0.0,0.0,0.4536555,1.038962,6.0,1.0,7.0,2.0,542.0,474.0,10.0,181.0,29.0,11.0,25.0,1.0,0.0391679,0.1754648,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,43.0,5.48936170212766,40.0,draw,2020-11-20,0.1422,0.3444,0.5134,home,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.0667}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 76.3667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 95.0667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.0667}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 26.6167}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.0667}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 68.45}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 95.0667}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 95.0667}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 95.0667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 95.0667}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 68.9}, {'player_id': 29397, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Back', 'minutes_played': 18.7}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Midfield', 'minutes_played': 26.1667}]"
14,Cardiff,108071.93,6375.7,1039.75,315.0,456.0,55.0,3767036.0,2021,Coventry City,Cardiff City,1.0,0.0,0.80940056,0.4454944,11.0,5.0,8.0,3.0,474.0,521.0,5.0,130.0,25.0,16.0,15.0,1.0,0.0,0.1593868,0.0,3.0,0.0,0.0,0.0,0.100426,0.0,1.0,0.0,0.0,48.0,43.0,10.62962962962963,39.0,won,2020-11-25,0.429,0.3921,0.1789,home,"[{'player_id': 3299, 'squad_role': 'Substitution - On (Injury)', 'position': 'Goalkeeper', 'minutes_played': 3.03333}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4365, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.0833}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.1167}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 98.1167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.1167}, {'player_id': 10026, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.1167}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 90.15}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 78.8167}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 98.1167}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.1167}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 19.5833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 98.1167}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 98.1167}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 7.96667}]"
15,Norwich,112118.26,6106.92,1095.72,287.0,455.0,27.0,3766612.0,2021,Coventry City,Norwich City,1.0,1.0,1.0618237,0.8479391000000001,13.0,4.0,8.0,5.0,420.0,736.0,11.0,174.0,28.0,12.0,18.0,0.0,0.0877932999999999,0.0,3.0,0.0,0.0,0.0,0.094877,0.0,2.0,0.0,0.0,0.0,36.0,53.0,20.16,41.0,draw,2020-11-28,0.211,0.2972,0.4918,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.6}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 62.6667}, {'player_id': 3743, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 62.6667}, {'player_id': 7644, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 19.4167}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 77.1833}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 34.5167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.6}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 19.45}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.6}, {'player_id': 10781, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Midfield', 'minutes_played': 34.8333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13268, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 34.8833}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 77.15}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 96.6}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 62.6667}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.6}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.6}, {'player_id': 58468, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
16,Derby,107766.3,6428.39,1139.34,340.0,438.0,48.0,3766956.0,2021,Coventry City,Derby County,1.0,1.0,1.13078192,1.4953851,9.0,3.0,13.0,3.0,458.0,546.0,5.0,148.0,21.0,13.0,15.0,1.0,0.0,0.0802058,0.0,1.0,0.0,0.0,0.0,0.0487666,0.0,1.0,0.0,0.0,46.0,34.0,15.05,24.0,draw,2020-12-01,0.2739,0.2898,0.4363,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.2667}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Attacking Midfield', 'minutes_played': 6.9}, {'player_id': 7644, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 18.5333}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 97.2667}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 78.5833}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.2667}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 18.6833}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.2667}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 78.7333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 97.2667}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 97.2667}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 87.7}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 90.4333}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 97.2667}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29977, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 10.2833}]"
17,Rotherham,99247.37,6356.41,1398.29,365.0,405.0,72.0,3766792.0,2021,Coventry City,Rotherham United,3.0,1.0,2.1033851,0.7627565000000001,9.0,6.0,8.0,0.0,312.0,411.0,3.0,134.0,25.0,16.0,21.0,0.0,0.0,0.3441893,0.0,2.0,0.0,0.0,0.0,0.1415526,0.0,2.0,1.0,0.0,43.0,37.0,4.833333333333333,22.0,won,2020-12-05,0.4805,0.2795,0.24,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.4333}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Attacking Midfield', 'minutes_played': 18.2833}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.4333}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Attacking Midfield', 'minutes_played': 79.85}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.4333}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 97.4333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.4333}, {'player_id': 10781, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.4333}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 97.4333}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.4333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Left Attacking Midfield', 'minutes_played': 97.4333}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.4333}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 58468, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
18,Luton,97431.52,6961.18,1301.0,336.0,387.0,50.0,3767054.0,2021,Coventry City,Luton Town,0.0,0.0,0.3551233,0.4154805,7.0,1.0,6.0,1.0,365.0,380.0,6.0,121.0,21.0,15.0,14.0,3.0,0.0,0.0627762,0.0,1.0,0.0,0.0,0.0176527,0.0,1.0,0.0,0.0,0.0,49.0,41.0,8.105263157894736,32.0,draw,2020-12-08,0.2064,0.5349,0.2587,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.1833}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 7.33333}, {'player_id': 7537, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7644, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.1833}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 88.85}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.1833}, {'player_id': 10026, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 96.1833}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.1833}, {'player_id': 10781, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 18.1333}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.1833}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.1833}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.1833}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 78.05}, {'player_id': 29363, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 96.1833}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
19,Wycombe,100154.64,6904.04,1214.04,355.0,427.0,60.0,3766689.0,2021,Coventry City,Wycombe Wanderers,2.0,1.0,0.6870280400000001,0.8115239999999999,9.0,3.0,9.0,2.0,430.0,320.0,6.0,120.0,19.0,16.0,22.0,4.0,0.025922,0.0978816,1.0,1.0,0.0,0.0,0.4027513,0.0,2.0,0.0,1.0,0.0,57.0,46.0,4.9523809523809526,32.0,won,2020-12-12,0.0945,0.2555,0.65,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.8}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3743, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Defensive Midfield', 'minutes_played': 49.2167}, {'player_id': 7537, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 98.8}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 93.1167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 98.8}, {'player_id': 10026, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 5.9}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.8}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Attacking Midfield', 'minutes_played': 30.25}, {'player_id': 11249, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Attacking Midfield', 'minutes_played': 68.6167}, {'player_id': 15491, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 49.5833}, {'player_id': 22361, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 98.8}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Attacking Midfield', 'minutes_played': 98.8}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.8}, {'player_id': 29397, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 31088, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.8}, {'player_id': 35241, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
